usuario_id,sector,ciudad,edad,genero,dispositivo,nivel_formativo,plan_acceso,formato,progreso_percent,dias_inactivo,interacciones,evaluaciones_completadas,tiempo_total_horas,n_sesiones,abandono
U00738,universitaria,Bilbao,28,Otro,tablet,básico,gratuito,asincrónico,90.7,4,39,4,0.9,24,0
U00739,universitaria,Valencia,38,F,escritorio,intermedio,empresa,en vivo,66.7,4,12,0,27.52,11,0
U00740,subvencionada,Zaragoza,34,M,escritorio,avanzado,gratuito,híbrido,40.1,3,88,4,49.61,27,0
U00741,subvencionada,Madrid,34,F,tablet,intermedio,gratuito,híbrido,52.5,7,11,4,6.7,27,0
U00742,corporativa,Valencia,40,F,tablet,básico,privado,en vivo,21.3,3,84,2,10.53,11,0
U00743,subvencionada,Barcelona,52,Otro,móvil,avanzado,privado,asincrónico,71.7,1,37,2,0.73,28,0
U00744,universitaria,Bilbao,36,Otro,escritorio,avanzado,subvencionado,híbrido,74.2,3,21,1,42.48,27,0
U00745,corporativa,Bilbao,22,Otro,escritorio,avanzado,empresa,híbrido,83.0,0,22,2,38.02,13,0
U00746,universitaria,Barcelona,32,M,tablet,intermedio,privado,asincrónico,84.5,1,24,3,16.06,8,0
U00747,subvencionada,Valencia,43,F,escritorio,avanzado,subvencionado,en vivo,65.1,2,89,0,25.92,3,0
U00748,subvencionada,Bilbao,49,Otro,móvil,básico,subvencionado,híbrido,60.2,4,18,4,4.11,22,0
U00749,subvencionada,Sevilla,41,M,móvil,básico,subvencionado,en vivo,100.0,3,73,1,3.89,23,0
U00750,corporativa,Sevilla,29,M,tablet,intermedio,privado,en vivo,13.2,4,14,0,24.37,6,0
U00751,subvencionada,Bilbao,32,Otro,tablet,avanzado,privado,en vivo,67.7,4,41,4,10.52,2,0
U00752,universitaria,Sevilla,18,M,escritorio,básico,empresa,híbrido,31.4,0,64,3,0.93,11,0
U00753,corporativa,Madrid,22,M,móvil,avanzado,empresa,híbrido,64.6,3,14,1,8.01,15,0
U00754,universitaria,Sevilla,32,M,escritorio,básico,privado,en vivo,60.3,1,70,1,17.77,29,0
U00755,corporativa,Sevilla,52,M,escritorio,avanzado,gratuito,en vivo,80.6,5,65,2,21.19,9,0
U00756,universitaria,Bilbao,38,F,móvil,avanzado,subvencionado,asincrónico,45.9,5,64,1,23.93,25,0
U00757,corporativa,Barcelona,57,F,tablet,avanzado,subvencionado,en vivo,0.0,4,97,0,43.86,29,0
U00758,subvencionada,Barcelona,50,Otro,tablet,básico,gratuito,en vivo,88.4,1,60,0,22.85,2,0
U00759,universitaria,Bilbao,56,M,tablet,intermedio,gratuito,híbrido,59.9,2,56,0,6.68,27,0
U00760,corporativa,Madrid,57,F,escritorio,intermedio,empresa,en vivo,84.6,1,60,4,40.5,27,0
U00761,subvencionada,Valencia,34,F,escritorio,avanzado,gratuito,asincrónico,80.6,4,13,2,5.9,4,0
U00762,corporativa,Madrid,25,M,escritorio,intermedio,privado,en vivo,80.3,6,69,1,3.34,15,0
U00763,subvencionada,Valencia,35,F,escritorio,intermedio,empresa,híbrido,56.6,3,87,1,20.5,6,0
U00764,subvencionada,Valencia,58,F,escritorio,intermedio,gratuito,en vivo,75.1,1,90,4,47.51,23,0
U00765,corporativa,Sevilla,41,F,escritorio,básico,privado,híbrido,57.3,1,87,3,16.32,1,0
U00766,subvencionada,Zaragoza,27,F,tablet,intermedio,subvencionado,en vivo,51.2,5,62,3,0.37,23,0
U00767,universitaria,Sevilla,57,Otro,escritorio,básico,privado,en vivo,61.1,2,57,1,15.86,1,0
U00768,universitaria,Madrid,26,M,tablet,básico,privado,asincrónico,55.4,4,76,3,10.82,12,0
U00769,subvencionada,Bilbao,19,F,tablet,avanzado,subvencionado,híbrido,35.7,4,22,3,3.32,29,0
U00770,corporativa,Zaragoza,28,F,escritorio,intermedio,privado,híbrido,60.1,4,34,0,3.45,2,0
U00771,corporativa,Sevilla,41,Otro,móvil,avanzado,privado,en vivo,19.1,3,42,2,11.95,21,0
U00772,corporativa,Valencia,48,Otro,tablet,básico,privado,híbrido,52.7,3,29,3,4.87,26,0
U00773,corporativa,Madrid,48,Otro,tablet,intermedio,subvencionado,híbrido,93.4,1,86,1,95.77,21,0
U00774,subvencionada,Barcelona,24,M,escritorio,básico,gratuito,asincrónico,6.1,3,93,0,38.53,27,0
U00775,subvencionada,Zaragoza,52,Otro,móvil,avanzado,subvencionado,en vivo,61.5,6,78,1,3.73,28,0
U00776,universitaria,Valencia,50,M,escritorio,básico,empresa,en vivo,44.9,1,10,0,55.02,15,0
U00777,subvencionada,Valencia,21,M,escritorio,avanzado,privado,asincrónico,32.2,3,40,2,14.5,9,0
U00778,corporativa,Bilbao,21,F,escritorio,avanzado,subvencionado,híbrido,36.9,4,30,3,51.6,3,0
U00779,subvencionada,Zaragoza,58,F,escritorio,básico,subvencionado,híbrido,84.3,3,77,1,20.7,22,0
U00780,universitaria,Zaragoza,52,M,escritorio,intermedio,gratuito,asincrónico,72.9,3,25,3,7.44,5,0
U00781,subvencionada,Madrid,24,Otro,móvil,básico,gratuito,en vivo,77.2,5,32,0,27.69,28,0
U00782,universitaria,Valencia,34,M,móvil,avanzado,empresa,híbrido,75.7,1,98,0,29.95,23,0
U00783,subvencionada,Valencia,32,M,tablet,avanzado,privado,en vivo,78.5,4,52,2,28.27,7,0
U00784,corporativa,Barcelona,21,M,tablet,intermedio,privado,en vivo,49.2,1,16,1,22.17,6,0
U00785,subvencionada,Sevilla,42,F,tablet,avanzado,gratuito,híbrido,100.0,3,81,0,0.13,3,0
U00786,corporativa,Bilbao,45,F,móvil,básico,subvencionado,en vivo,24.3,4,94,3,60.99,5,0
U00787,corporativa,Sevilla,58,F,tablet,intermedio,empresa,en vivo,15.4,4,23,4,19.1,8,0
U00788,corporativa,Barcelona,24,M,tablet,avanzado,subvencionado,asincrónico,79.2,0,11,2,21.63,8,0
U00789,universitaria,Sevilla,47,Otro,tablet,básico,gratuito,híbrido,79.6,3,76,4,1.33,3,0
U00790,universitaria,Zaragoza,52,F,tablet,intermedio,empresa,asincrónico,64.0,3,75,2,47.33,6,0
U00791,subvencionada,Bilbao,31,Otro,tablet,avanzado,subvencionado,híbrido,65.1,3,55,2,29.96,19,0
U00792,corporativa,Bilbao,38,Otro,escritorio,básico,gratuito,asincrónico,59.8,4,15,1,7.33,21,0
U00793,universitaria,Zaragoza,49,Otro,tablet,intermedio,privado,en vivo,25.8,2,94,0,20.38,9,0
U00794,corporativa,Valencia,22,Otro,tablet,avanzado,gratuito,híbrido,36.7,1,51,2,20.49,1,0
U00795,universitaria,Valencia,49,Otro,móvil,intermedio,empresa,híbrido,50.8,1,55,1,43.64,19,0
U00796,universitaria,Zaragoza,31,F,móvil,avanzado,subvencionado,híbrido,49.8,2,20,1,72.88,21,0
U00797,corporativa,Zaragoza,52,F,tablet,avanzado,privado,híbrido,57.4,1,90,2,31.75,23,0
U00798,corporativa,Madrid,35,Otro,escritorio,avanzado,privado,asincrónico,62.6,3,96,2,5.01,11,0
U00799,corporativa,Madrid,56,F,móvil,intermedio,gratuito,asincrónico,0.0,3,91,4,54.42,25,0
U00800,subvencionada,Sevilla,29,Otro,escritorio,intermedio,gratuito,en vivo,100.0,2,44,2,54.43,26,0
U00801,corporativa,Sevilla,26,F,tablet,avanzado,gratuito,en vivo,61.9,6,27,4,2.01,27,0
U00802,universitaria,Bilbao,21,F,tablet,avanzado,empresa,en vivo,71.4,1,59,1,36.76,25,0
U00803,corporativa,Bilbao,40,F,escritorio,avanzado,privado,híbrido,77.7,3,35,3,32.23,2,0
U00804,corporativa,Bilbao,57,M,tablet,básico,subvencionado,híbrido,33.3,5,49,1,20.86,7,0
U00805,universitaria,Sevilla,47,F,móvil,intermedio,gratuito,en vivo,87.6,1,19,1,15.89,10,0
U00806,subvencionada,Madrid,24,F,escritorio,avanzado,subvencionado,asincrónico,0.0,1,15,3,11.07,14,0
U00807,universitaria,Valencia,24,Otro,escritorio,intermedio,gratuito,en vivo,53.9,1,43,3,38.11,18,0
U00808,subvencionada,Valencia,58,F,escritorio,básico,subvencionado,híbrido,68.6,4,69,3,4.36,17,0
U00809,universitaria,Valencia,50,M,tablet,intermedio,privado,híbrido,70.5,2,72,3,22.24,2,0
U00810,universitaria,Sevilla,40,Otro,tablet,básico,subvencionado,híbrido,98.4,0,61,4,50.65,10,0
U00811,universitaria,Barcelona,41,Otro,móvil,avanzado,gratuito,en vivo,91.8,4,68,3,44.67,20,0
U00812,universitaria,Madrid,21,Otro,tablet,básico,gratuito,en vivo,24.9,4,76,3,1.73,16,0
U00813,universitaria,Madrid,57,M,móvil,avanzado,empresa,híbrido,87.2,3,40,2,52.7,1,0
U00814,corporativa,Bilbao,33,M,móvil,intermedio,privado,híbrido,95.2,3,64,4,40.87,22,0
U00815,corporativa,Zaragoza,38,F,escritorio,avanzado,gratuito,asincrónico,78.3,1,79,1,28.98,21,0
U00816,subvencionada,Barcelona,50,Otro,móvil,básico,empresa,asincrónico,59.5,2,17,4,28.48,3,0
U00817,subvencionada,Zaragoza,34,Otro,móvil,básico,gratuito,en vivo,48.2,4,74,1,12.62,9,0
U00818,corporativa,Zaragoza,33,Otro,escritorio,básico,subvencionado,híbrido,63.3,3,44,1,41.77,24,0
U00819,corporativa,Barcelona,58,M,móvil,básico,gratuito,en vivo,100.0,6,27,0,86.13,11,0
U00820,universitaria,Zaragoza,43,M,tablet,intermedio,privado,híbrido,18.5,5,69,1,1.45,17,0
U00821,corporativa,Sevilla,50,Otro,móvil,intermedio,subvencionado,híbrido,71.2,2,12,0,73.52,23,0
U00822,subvencionada,Zaragoza,54,M,escritorio,básico,gratuito,en vivo,18.7,6,26,2,91.85,27,0
U00823,universitaria,Zaragoza,23,M,escritorio,avanzado,gratuito,híbrido,53.1,2,94,4,12.09,15,0
U00824,corporativa,Madrid,42,Otro,tablet,intermedio,empresa,asincrónico,75.2,3,75,3,34.77,7,0
U00825,universitaria,Zaragoza,47,F,escritorio,básico,gratuito,asincrónico,46.4,2,72,0,48.66,4,0
U00826,subvencionada,Barcelona,24,M,móvil,básico,gratuito,en vivo,77.4,4,44,3,0.58,3,0
U00827,corporativa,Madrid,32,M,tablet,básico,subvencionado,híbrido,48.3,1,98,2,10.14,13,0
U00828,subvencionada,Barcelona,35,Otro,tablet,avanzado,privado,asincrónico,24.4,4,61,0,95.97,24,0
U00829,universitaria,Valencia,49,F,tablet,intermedio,gratuito,híbrido,73.9,9,75,0,27.97,4,0
U00830,corporativa,Barcelona,54,F,móvil,intermedio,subvencionado,asincrónico,89.2,2,10,3,14.59,6,0
U00831,subvencionada,Barcelona,20,M,escritorio,básico,privado,híbrido,54.6,2,13,3,8.4,7,0
U00832,corporativa,Bilbao,23,M,tablet,avanzado,empresa,asincrónico,98.4,2,7,4,4.58,27,0
U00833,corporativa,Sevilla,21,Otro,móvil,básico,empresa,en vivo,61.5,2,89,0,32.86,25,0
U00834,subvencionada,Zaragoza,23,F,tablet,avanzado,empresa,híbrido,85.1,4,65,2,31.67,8,0
U00835,universitaria,Barcelona,49,Otro,móvil,intermedio,empresa,asincrónico,69.7,3,85,3,1.97,19,0
U00836,subvencionada,Valencia,20,M,escritorio,intermedio,gratuito,híbrido,60.3,3,32,3,10.61,25,0
U00837,universitaria,Barcelona,49,Otro,móvil,básico,subvencionado,híbrido,55.1,1,58,4,0.94,20,0
U00838,universitaria,Barcelona,27,Otro,tablet,básico,subvencionado,en vivo,14.0,3,65,3,4.22,20,0
U00839,subvencionada,Madrid,29,F,escritorio,avanzado,privado,en vivo,79.9,3,79,1,12.16,7,0
U00840,universitaria,Zaragoza,52,Otro,tablet,intermedio,empresa,híbrido,44.8,3,16,4,12.9,23,0
U00841,corporativa,Madrid,48,M,tablet,avanzado,gratuito,híbrido,49.4,3,24,2,31.28,13,0
U00842,corporativa,Madrid,57,F,móvil,intermedio,privado,híbrido,72.4,3,80,2,18.38,7,0
U00843,corporativa,Zaragoza,50,M,escritorio,básico,gratuito,asincrónico,83.2,3,22,2,11.96,6,0
U00844,subvencionada,Zaragoza,44,M,móvil,intermedio,empresa,asincrónico,100.0,2,31,0,18.51,26,0
U00845,universitaria,Valencia,44,M,tablet,básico,gratuito,híbrido,21.3,2,99,1,14.16,8,0
U00846,corporativa,Barcelona,51,Otro,escritorio,básico,gratuito,híbrido,42.9,4,42,4,36.0,24,0
U00847,subvencionada,Sevilla,38,M,móvil,intermedio,privado,asincrónico,100.0,2,20,3,9.55,15,0
U00848,subvencionada,Sevilla,49,Otro,escritorio,intermedio,privado,asincrónico,54.0,1,80,0,83.95,17,0
U00849,corporativa,Madrid,21,F,tablet,intermedio,privado,híbrido,55.0,1,72,1,38.66,7,0
U00850,corporativa,Valencia,54,F,móvil,avanzado,empresa,asincrónico,77.6,2,85,0,17.2,26,0
U00851,subvencionada,Barcelona,50,Otro,escritorio,intermedio,empresa,en vivo,98.1,2,68,1,6.21,3,0
U00852,universitaria,Sevilla,54,M,tablet,intermedio,privado,híbrido,74.7,4,24,2,9.02,9,0
U00853,subvencionada,Barcelona,20,F,escritorio,básico,empresa,híbrido,41.0,3,57,2,9.04,25,0
U00854,corporativa,Bilbao,40,F,escritorio,intermedio,subvencionado,híbrido,64.0,1,45,2,3.63,16,0
U00855,universitaria,Barcelona,23,F,tablet,avanzado,privado,híbrido,60.7,2,93,3,28.91,7,0
U00856,corporativa,Zaragoza,26,M,móvil,avanzado,subvencionado,en vivo,99.9,3,93,3,2.56,5,0
U00857,corporativa,Zaragoza,20,M,tablet,intermedio,gratuito,híbrido,73.0,0,78,1,35.99,10,0
U00858,universitaria,Barcelona,28,M,tablet,básico,empresa,en vivo,32.5,6,96,1,42.6,7,0
U00859,subvencionada,Zaragoza,43,F,móvil,intermedio,gratuito,híbrido,63.6,2,60,0,56.27,11,0
U00860,corporativa,Zaragoza,55,Otro,escritorio,intermedio,empresa,asincrónico,73.8,3,78,3,25.96,14,0
U00861,corporativa,Sevilla,42,M,tablet,básico,empresa,en vivo,17.2,6,62,2,45.2,23,0
U00862,universitaria,Zaragoza,21,F,tablet,intermedio,gratuito,asincrónico,41.8,8,71,1,6.45,12,0
U00863,universitaria,Bilbao,45,M,tablet,básico,privado,en vivo,81.0,3,41,1,36.93,14,0
U00864,corporativa,Madrid,56,Otro,móvil,básico,empresa,híbrido,86.7,2,9,4,58.85,27,0
U00865,corporativa,Madrid,41,F,escritorio,intermedio,subvencionado,asincrónico,52.2,3,93,0,68.58,27,0
U00866,subvencionada,Bilbao,24,M,tablet,básico,privado,en vivo,18.1,4,22,2,94.72,7,0
U00867,corporativa,Barcelona,28,M,móvil,intermedio,subvencionado,en vivo,52.8,0,71,4,0.4,18,0
U00868,corporativa,Valencia,27,M,escritorio,avanzado,privado,asincrónico,55.6,4,12,1,28.43,9,0
U00869,universitaria,Valencia,39,M,móvil,intermedio,empresa,en vivo,16.5,5,55,0,18.9,26,0
U00870,universitaria,Zaragoza,27,Otro,móvil,básico,empresa,en vivo,32.4,1,68,4,212.77,4,0
U00871,corporativa,Valencia,48,M,escritorio,básico,gratuito,híbrido,75.1,2,43,3,21.52,17,0
U00872,corporativa,Valencia,47,Otro,tablet,básico,privado,en vivo,49.0,5,50,0,12.91,19,0
U00873,universitaria,Madrid,44,F,móvil,intermedio,subvencionado,híbrido,32.8,3,40,0,15.11,7,0
U00874,subvencionada,Bilbao,25,M,escritorio,avanzado,privado,asincrónico,47.5,5,93,4,6.84,20,0
U00875,corporativa,Barcelona,43,F,móvil,intermedio,privado,en vivo,68.5,3,36,3,26.1,23,0
U00876,corporativa,Sevilla,50,F,tablet,intermedio,gratuito,en vivo,71.3,3,75,4,16.0,5,0
U00877,corporativa,Valencia,53,F,tablet,avanzado,subvencionado,asincrónico,46.6,6,19,4,2.57,25,0
U00878,universitaria,Zaragoza,21,M,escritorio,avanzado,subvencionado,asincrónico,38.7,5,28,2,15.55,29,0
U00879,universitaria,Bilbao,26,M,tablet,básico,subvencionado,en vivo,33.2,2,63,3,9.71,6,0
U00880,universitaria,Zaragoza,39,F,móvil,avanzado,empresa,híbrido,48.1,3,16,3,59.05,9,0
U00881,subvencionada,Barcelona,42,M,escritorio,avanzado,subvencionado,en vivo,98.2,0,42,1,5.39,21,0
U00882,corporativa,Zaragoza,45,Otro,escritorio,intermedio,subvencionado,en vivo,65.6,6,9,4,9.66,11,0
U00883,subvencionada,Sevilla,22,Otro,móvil,básico,privado,en vivo,100.0,4,35,3,28.92,6,0
U00884,corporativa,Zaragoza,43,F,tablet,intermedio,subvencionado,asincrónico,51.2,3,78,0,10.55,25,0
U00885,corporativa,Sevilla,38,Otro,escritorio,avanzado,empresa,en vivo,71.6,0,20,1,98.79,18,0
U00886,universitaria,Madrid,44,M,escritorio,básico,empresa,asincrónico,88.7,2,20,4,5.45,21,0
U00887,corporativa,Valencia,46,M,tablet,básico,privado,asincrónico,86.2,1,97,4,5.14,3,0
U00888,corporativa,Sevilla,56,F,móvil,intermedio,empresa,híbrido,49.7,4,98,1,5.64,29,0
U00889,corporativa,Bilbao,59,M,escritorio,básico,privado,asincrónico,57.1,4,20,3,8.26,18,0
U00890,corporativa,Valencia,37,F,tablet,básico,subvencionado,asincrónico,36.9,1,40,3,22.01,28,0
U00891,corporativa,Zaragoza,30,Otro,escritorio,avanzado,privado,asincrónico,30.6,3,63,2,32.06,1,0
U00892,corporativa,Barcelona,26,F,escritorio,básico,subvencionado,en vivo,20.0,6,97,3,1.64,27,0
U00893,corporativa,Sevilla,58,M,tablet,intermedio,privado,en vivo,50.4,2,24,2,76.55,21,0
U00894,corporativa,Sevilla,51,F,tablet,intermedio,subvencionado,asincrónico,57.6,2,79,0,53.89,26,0
U00895,universitaria,Madrid,25,F,móvil,intermedio,empresa,asincrónico,39.2,3,67,4,13.98,20,0
U00896,universitaria,Bilbao,56,F,móvil,intermedio,privado,híbrido,53.7,5,35,4,59.27,3,0
U00897,universitaria,Zaragoza,50,F,escritorio,avanzado,privado,híbrido,44.0,3,45,3,77.83,1,0
U00898,corporativa,Madrid,48,Otro,escritorio,intermedio,subvencionado,en vivo,81.5,2,5,2,104.52,24,0
U00899,corporativa,Madrid,22,F,escritorio,avanzado,gratuito,en vivo,36.2,4,93,2,8.77,9,0
U00900,subvencionada,Zaragoza,45,M,escritorio,intermedio,privado,en vivo,72.9,1,5,1,12.91,18,0
U00901,universitaria,Zaragoza,25,M,móvil,avanzado,gratuito,híbrido,76.4,7,60,1,20.28,14,0
U00902,universitaria,Zaragoza,55,M,móvil,avanzado,privado,en vivo,66.7,1,29,4,13.07,11,0
U00903,corporativa,Sevilla,32,Otro,tablet,avanzado,privado,en vivo,65.8,4,65,0,12.83,20,0
U00904,subvencionada,Barcelona,40,Otro,tablet,avanzado,privado,híbrido,66.0,2,5,2,4.76,14,0
U00905,universitaria,Zaragoza,51,M,tablet,avanzado,privado,híbrido,96.4,1,72,3,12.26,19,0
U00906,universitaria,Sevilla,40,F,móvil,avanzado,empresa,en vivo,25.8,3,98,2,23.79,24,0
U00907,corporativa,Zaragoza,51,M,móvil,avanzado,gratuito,asincrónico,78.7,4,51,3,7.81,28,0
U00908,universitaria,Valencia,22,F,escritorio,intermedio,privado,en vivo,79.6,1,24,3,26.23,28,0
U00909,corporativa,Bilbao,52,M,escritorio,básico,privado,asincrónico,83.2,3,59,3,3.21,17,0
U00910,corporativa,Sevilla,19,F,tablet,intermedio,gratuito,en vivo,90.6,2,58,1,12.29,23,0
U00911,subvencionada,Bilbao,43,M,escritorio,básico,privado,asincrónico,73.8,3,71,4,14.07,28,0
U00912,universitaria,Bilbao,59,Otro,escritorio,avanzado,subvencionado,híbrido,97.7,0,86,4,21.03,14,0
U00913,subvencionada,Bilbao,55,F,escritorio,avanzado,subvencionado,en vivo,51.8,6,32,2,45.81,22,0
U00914,universitaria,Barcelona,26,Otro,escritorio,intermedio,empresa,en vivo,57.4,2,17,1,59.29,2,0
U00915,subvencionada,Bilbao,45,Otro,móvil,básico,empresa,asincrónico,50.1,6,72,1,77.92,1,0
U00916,subvencionada,Barcelona,34,Otro,móvil,avanzado,privado,en vivo,50.5,3,6,3,11.4,27,0
U00917,corporativa,Madrid,41,M,móvil,básico,privado,híbrido,73.0,3,67,1,49.77,5,0
U00918,universitaria,Valencia,54,Otro,escritorio,básico,gratuito,asincrónico,89.7,2,76,1,42.5,24,0
U00919,universitaria,Valencia,37,F,escritorio,básico,privado,en vivo,54.3,3,64,3,67.36,25,0
U00920,corporativa,Bilbao,27,M,tablet,intermedio,subvencionado,híbrido,51.9,2,77,1,14.18,17,0
U00921,corporativa,Bilbao,42,M,móvil,básico,privado,híbrido,36.1,5,90,2,29.7,22,0
U00922,subvencionada,Madrid,58,Otro,tablet,intermedio,subvencionado,asincrónico,80.3,0,38,4,106.14,21,0
U00923,subvencionada,Bilbao,38,F,móvil,básico,gratuito,en vivo,98.3,2,82,2,25.52,19,0
U00924,universitaria,Barcelona,39,Otro,móvil,avanzado,gratuito,asincrónico,54.2,4,17,2,17.43,28,0
U00925,universitaria,Zaragoza,58,Otro,tablet,intermedio,gratuito,híbrido,72.9,2,97,1,70.53,22,0
U00926,subvencionada,Barcelona,51,F,escritorio,intermedio,empresa,híbrido,63.4,3,7,1,15.78,17,0
U00927,universitaria,Valencia,18,F,móvil,intermedio,gratuito,asincrónico,69.2,5,68,4,35.06,6,0
U00928,corporativa,Bilbao,43,Otro,tablet,avanzado,gratuito,híbrido,49.5,2,48,4,9.85,18,0
U00929,subvencionada,Sevilla,26,Otro,tablet,básico,subvencionado,asincrónico,61.3,2,70,4,14.86,7,0
U00930,universitaria,Bilbao,27,F,tablet,avanzado,subvencionado,híbrido,95.8,4,40,1,8.29,4,0
U00931,subvencionada,Valencia,54,M,móvil,avanzado,empresa,en vivo,37.5,4,30,3,23.35,8,0
U00932,corporativa,Zaragoza,28,M,tablet,básico,privado,asincrónico,70.3,3,54,2,17.68,16,0
U00933,subvencionada,Valencia,49,M,tablet,intermedio,subvencionado,híbrido,86.1,4,50,4,8.88,17,0
U00934,subvencionada,Bilbao,21,Otro,tablet,básico,gratuito,híbrido,17.1,6,7,3,23.24,21,0
U00935,subvencionada,Sevilla,55,Otro,tablet,intermedio,privado,asincrónico,86.0,3,96,2,15.05,3,0
U00936,corporativa,Valencia,29,Otro,tablet,intermedio,privado,híbrido,57.5,4,91,2,5.89,16,0
U00937,corporativa,Barcelona,20,M,tablet,intermedio,gratuito,en vivo,36.5,4,92,4,25.47,14,0
U00938,subvencionada,Valencia,41,M,tablet,avanzado,subvencionado,asincrónico,45.2,3,66,3,32.82,5,0
U00939,subvencionada,Zaragoza,26,Otro,escritorio,intermedio,subvencionado,asincrónico,100.0,4,10,2,18.42,11,0
U00940,subvencionada,Madrid,46,Otro,tablet,avanzado,gratuito,en vivo,85.1,6,16,0,34.77,23,0
U00941,universitaria,Zaragoza,50,M,móvil,básico,empresa,híbrido,68.7,6,51,3,42.31,26,0
U00942,universitaria,Zaragoza,34,Otro,tablet,básico,empresa,en vivo,81.5,2,37,1,45.1,3,0
U00943,subvencionada,Sevilla,58,M,tablet,básico,gratuito,en vivo,71.0,5,52,2,4.23,17,0
U00944,corporativa,Madrid,51,F,escritorio,intermedio,subvencionado,híbrido,49.0,4,82,4,14.78,24,0
U00945,universitaria,Bilbao,54,M,escritorio,intermedio,empresa,en vivo,81.4,3,87,0,22.88,7,0
U00946,corporativa,Barcelona,54,M,escritorio,avanzado,privado,en vivo,54.9,3,97,0,58.06,21,0
U00947,subvencionada,Sevilla,55,M,escritorio,básico,privado,en vivo,73.2,3,44,2,32.25,25,0
U00948,subvencionada,Zaragoza,37,F,tablet,avanzado,privado,asincrónico,61.5,3,15,0,21.76,6,0
U00949,subvencionada,Bilbao,23,F,escritorio,avanzado,privado,asincrónico,42.7,0,46,0,39.82,11,0
U00950,corporativa,Valencia,59,M,móvil,intermedio,gratuito,en vivo,34.7,6,98,3,5.35,28,0
U00951,universitaria,Madrid,19,M,tablet,básico,privado,en vivo,60.1,3,71,1,14.15,3,0
U00952,universitaria,Valencia,49,M,móvil,básico,gratuito,en vivo,46.1,2,80,0,50.21,19,0
U00953,corporativa,Barcelona,35,F,escritorio,intermedio,subvencionado,asincrónico,66.9,2,73,4,18.12,29,0
U00954,universitaria,Bilbao,56,Otro,escritorio,intermedio,empresa,híbrido,98.0,4,22,0,1.25,13,0
U00955,corporativa,Madrid,31,Otro,tablet,básico,gratuito,híbrido,58.6,3,91,0,5.93,12,0
U00956,subvencionada,Bilbao,51,F,escritorio,intermedio,empresa,en vivo,66.0,4,81,0,55.48,19,0
U00957,subvencionada,Madrid,23,M,móvil,avanzado,gratuito,asincrónico,100.0,5,58,4,9.18,8,0
U00958,universitaria,Sevilla,55,F,escritorio,básico,empresa,en vivo,17.4,4,19,0,8.56,28,0
U00959,subvencionada,Bilbao,59,Otro,escritorio,avanzado,privado,híbrido,88.4,2,63,1,33.0,8,0
U00960,universitaria,Zaragoza,39,M,escritorio,avanzado,subvencionado,híbrido,64.9,2,65,4,3.54,9,0
U00961,subvencionada,Bilbao,59,Otro,móvil,avanzado,empresa,en vivo,60.4,1,57,1,49.34,27,0
U00962,corporativa,Sevilla,51,F,tablet,avanzado,gratuito,asincrónico,21.2,2,77,3,97.72,13,0
U00963,corporativa,Bilbao,45,F,móvil,intermedio,gratuito,híbrido,70.4,2,20,2,12.15,2,0
U00964,universitaria,Zaragoza,30,Otro,móvil,intermedio,privado,asincrónico,62.1,4,28,0,1.42,14,0
U00965,corporativa,Barcelona,49,F,tablet,intermedio,empresa,asincrónico,53.2,4,98,2,54.86,24,0
U00966,corporativa,Sevilla,19,Otro,móvil,intermedio,privado,en vivo,83.7,3,56,4,17.48,4,0
U00967,corporativa,Zaragoza,49,M,escritorio,intermedio,privado,en vivo,77.8,5,5,2,20.53,22,0
U00968,universitaria,Bilbao,49,Otro,escritorio,básico,privado,asincrónico,57.6,2,78,3,0.09,5,0
U00969,corporativa,Zaragoza,49,F,móvil,básico,gratuito,híbrido,93.2,4,91,3,6.31,9,0
U00970,subvencionada,Madrid,36,Otro,móvil,intermedio,empresa,híbrido,36.3,2,95,0,57.41,8,0
U00971,corporativa,Valencia,28,Otro,tablet,básico,gratuito,asincrónico,44.3,1,84,3,9.27,4,0
U00972,subvencionada,Valencia,26,F,tablet,intermedio,gratuito,asincrónico,59.1,1,43,0,117.46,1,0
U00973,universitaria,Zaragoza,39,F,tablet,básico,empresa,híbrido,100.0,3,23,2,83.03,24,0
U00974,subvencionada,Zaragoza,37,Otro,escritorio,avanzado,subvencionado,asincrónico,59.3,4,47,3,68.7,29,0
U00975,corporativa,Madrid,47,F,tablet,avanzado,subvencionado,en vivo,55.5,4,59,1,39.22,16,0
U00976,subvencionada,Madrid,59,F,tablet,avanzado,empresa,asincrónico,60.3,1,27,4,15.56,16,0
U00977,corporativa,Sevilla,26,M,escritorio,intermedio,empresa,asincrónico,72.3,1,33,3,53.78,19,0
U00978,subvencionada,Zaragoza,27,Otro,móvil,intermedio,empresa,híbrido,33.5,2,26,2,19.18,14,0
U00979,subvencionada,Valencia,29,F,tablet,intermedio,subvencionado,híbrido,69.0,7,31,0,21.48,7,0
U00980,universitaria,Madrid,23,F,escritorio,intermedio,empresa,en vivo,59.2,3,40,3,37.29,20,0
U00981,subvencionada,Barcelona,24,M,tablet,avanzado,privado,asincrónico,89.0,5,63,0,35.5,22,0
U00982,subvencionada,Bilbao,59,Otro,móvil,intermedio,privado,híbrido,57.9,4,56,1,32.06,6,0
U00983,subvencionada,Zaragoza,36,F,móvil,básico,subvencionado,asincrónico,79.4,2,62,1,4.54,29,0
U00984,subvencionada,Valencia,49,F,tablet,avanzado,empresa,en vivo,54.6,1,37,0,3.27,21,0
